DATA;NOME FUNDO;TAXA ADM;PERFIL DE INVEST.;COTA;PATRIM.
17/08/2020;FI BRASIL IDKA IPCA 2A RF LP;0,2;Moderado;2,32093;8.522,82
17/08/2020;FIC RELACIONAMENTO IDEAL RF LP;1;Moderado;1,908592;43,193
17/08/2020;FI ALIANCA TP RF;0,2;Moderado;4,241463;434,072
17/08/2020;FIC INVESTIDOR RF LP;0,85;Moderado;10,851937;1.774,71
17/08/2020;FI SAUDE SUPLEMENTAR-ANS RF LP;0,35;Conservador;2,91022;978,151
17/08/2020;FIC EXPANDIR RF LP;0,9;Moderado;1,868489;25,077
17/08/2020;FIC E-FUNDO RF LP;0,7;Moderado;1,905725;59,681
17/08/2020;FIC RELACIONAMENTO PERSONAL RF LP;0,7;Moderado;1,973689;144,173
17/08/2020;FIC EXPERTISE RF CRED PRIV LP;0,5;Moderado;2,699589;941,86
17/08/2020;FIC FOCO IND PRECOS RF LP;1;Moderado;2,020589;289,252
17/08/2020;FIC SELECAO RF;1,1;Conservador;8,723528;14,783
17/08/2020;FI INSTITUCIONAL TTULOS PBLICOS  RF LP;0,1;Conservador;2,706197;8,302
17/08/2020;FIC SUPREMO RF LP;0,8;Moderado;3,519459;390,341
17/08/2020;FIC PERSONAL RF LP;0,6;Moderado;17,217064;5.264,94
17/08/2020;FIC PATRIMONIO IND PRECOS RF LP;0,3;Moderado;14,684543;308,256
17/08/2020;FI DIAMANTE RF CRED PRIV LP;0,12;Conservador;1.025,28;42,146
17/08/2020;CAIXA FI SAFIRA CORPORATIVO RF LP;0,1;Conservador;2,731784;3.509,06
17/08/2020;FI SAUDE SUPLEMENTAR-ANS II RF LP;0,07;Conservador;2,862181;475,981
17/08/2020;FIC ATLETA INVEST RF CRED PRIV LP;0,4;Moderado;1,861374;3,838
17/08/2020;FI CNI RF LP;0,15;Moderado;4,887963;1.792,07
17/08/2020;FI SEBRAE RF LP;0,1;Moderado;9,918449;1.440,79
17/08/2020;FIC BETA RF REF DI LP;1,5;Conservador;18,364173;423,18
17/08/2020;FI BRASIL RF REF DI LP;0,2;Moderado;3,712888;4.662,66
17/08/2020;FIC NOVO BRASIL RF REF IMA-B LP;0,2;Moderado;3,72598;2.915,75
17/08/2020;FIC GIRO IMEDIATO RF REF DI LP;1,5;Conservador;1,712177;6.594,19
17/08/2020;FIC PLENO RF REF DI LP;0,7;Conservador;2,040153;685,88
17/08/2020;FIC PREFERENCIAL RF REF DI LP;0,6;Conservador;5,452781;2.472,96
17/08/2020;FIC SIGMA RF REF DI LP;0,35;Conservador;2,522625;9.044,82
17/08/2020;FIC RUBI RF REF DI LP;0,3;Conservador;2,640368;9.070,69
17/08/2020;CAIXA FI TOPAZIO CORPORATIVO REF DI;0,1;Conservador;2,475427;4.987,49
17/08/2020;FIC PRATICO RF CURTO PRAZO;1,7;Conservador;5,980831;22.271,88
17/08/2020;FIC LIQUIDEZ POLIS RF CP;1,7;Conservador;4,427898;607,559
17/08/2020;FIC FUNDACOES RF CP;0,4;Conservador;11,905629;67,636
17/08/2020;FIC TRANSFERNCIA VOLUNTARIA RF CP;1,7;Conservador;1,574044;3.027,79
17/08/2020;FIC JUROS E MOEDAS MM PLUS LP;1;Arrojado;1,117053;72,986
17/08/2020;FI MULTIMERCADO RV30 LP;1;Arrojado;7,626007;2.422,91
17/08/2020;FI CAIXA INDEXA BOLSA AMERICANA MM LP;0,8;Arrojado;1,220383;539,901
17/08/2020;FI OURO MULTIMERCADO LP;0,8;Agressivo;1,721241;325,38
17/08/2020;FIC MULTIMERCADO MULTIGESTOR;1,5;Agressivo;1,815339;490,879
17/08/2020;FIC ESTRATEGIA LIVRE MULTIMERCADO LP;1,5;Arrojado;1.032,77;697,349
17/08/2020;FIC ESTRATEGICO MULTIMERCADO LP;1,2;Agressivo;3,366311;323,828
17/08/2020;FIC CAPITAL PROTEGIDO IBOVESPA CCLICO I MULT;1,6;Arrojado;2,287155;103,192
17/08/2020;FIC ALOCACAO MACRO MULTIMERCADO LP;0,5;Arrojado;3,348721;4.899,23
17/08/2020;FI JUROS E MOEDAS MULTIMERCADO LP;0,7;Arrojado;2,097806;724,432
17/08/2020;FI BTG PACTUAL X10 MULT LP;2;Agressivo;4,139358;1.501,04
17/08/2020;FIC INDEXA DOLAR CAMBIAL;0,8;Arrojado;3,420031;113,889
17/08/2020;CAIXA FIA PETROBRAS PLUS;1,5;Arrojado;0,775218;150,565
17/08/2020;FI ACOES VALE DO RIO DOCE;2;Arrojado;18,33721;616,886
17/08/2020;FIC ACOES IBOVESPA;2;Arrojado;5,482687;185,358
17/08/2020;FI ACOES CONSTRUCAO CIVIL;2;Arrojado;1,603775;532,985
17/08/2020;FI ACOES IBOVESPA ATIVO;3;Agressivo;1,546733;113,09
17/08/2020;FI ACOES INFRAESTRUTURA;2;Arrojado;1,706328;518,456
17/08/2020;FI ACOES CONSUMO;1,6;Arrojado;1,957337;720,808
17/08/2020;FIA ACOES INSTITUCIONAL BDR NIVEL I;0,7;Arrojado;5,05488;1.438,57
17/08/2020;FI ACOES ISE;0,8;Arrojado;1,618824;28,146
17/08/2020;FI ACOES BRASIL IBOVESPA;0,5;Arrojado;2,259507;680,52
17/08/2020;FI ACOES BRASIL IBX-50;0,7;Arrojado;1,266736;951,749
17/08/2020;FI ACOES INDEXA PIBB IBRX-50;0,8;Arrojado;3,343326;86,701
17/08/2020;FI ACOES PETROBRAS;1,5;Arrojado;7,164965;610,387
17/08/2020;FI ACOES DIVIDENDOS;1,5;Arrojado;3,389505;270,254
17/08/2020;FI ACOES PETROBRAS PRE-SAL;0,5;Arrojado;1,023292;70,778
17/08/2020;CAIXA FIC FIA ACOES MULTIGESTOR;1,5;Arrojado;1,100856;841,983
17/08/2020;FI ACOES SMALL CAPS ATIVO;1,5;Agressivo;1,645048;1.193,85
17/08/2020;FI ACOES BRASIL ETF IBOVESPA;0,5;Arrojado;2,077509;115,393
17/08/2020;FI ACOES BDR NVEL I;1,5;Arrojado;4,730557;436,637
17/08/2020;FI ACOES IBRX ATIVO;1,5;Agressivo;3,0037;140,039
17/08/2020;FIC ACOES VALOR DIVIDENDOS RPPS;1,72;Arrojado;1,835049;826,18
17/08/2020;FIC ACOES VALOR SMALL CAP RPPS;1,72;Arrojado;1,623317;572,918
17/08/2020;ETF IBOVESPA FUNDO DE NDICE;0,5;Arrojado;97,75135;87,977
17/08/2020;FMP-FGTS PETROBRAS II;1,4;Arrojado;7,018393;240,642
17/08/2020;FMP-FGTS PETROBRAS III;1,2;Arrojado;7,365746;442,91
17/08/2020;FMP-FGTS PETROBRAS IV;0,95;Arrojado;7,73494;371,444
17/08/2020;FMP FGTS VALE I;1,9;Arrojado;17,494122;389,36
17/08/2020;FMP FGTS VALE II;1,4;Arrojado;19,65658;736,581
17/08/2020;FMP-FGTS CL PETROBRAS RF49;2,2;Arrojado;4,961099;0,693
17/08/2020;FMP FGTS VALE MIGRACAO;1,9;Arrojado;17,123558;4,32
14/08/2020;FIC FACIL RF SIMPLES;1,7;Conservador;3,409287;721,469
14/08/2020;FI E-SIMPLES RENDA FIXA LP;1,5;Unknown;1,38006;6.128,08
14/08/2020;FIC GERACAO JOVEM CRED PRIV RF LP;1;Arrojado;1,883409;6,74
14/08/2020;FIC CAPITAL IND PRECOS RF LP;1,5;Moderado;8,947897;75,107
14/08/2020;FIC EMPREENDER RF LP;1,5;Moderado;27,39103;53,117
14/08/2020;FIC IDEAL RF LP;1,5;Moderado;5,752536;1.168,33
14/08/2020;FIC SOBERANO RF LP;1,5;Conservador;12,313677;742,332
14/08/2020;FIC CLASSICO RF LP;1,4;Moderado;8,825905;82,952
14/08/2020;FIC BRASIL DISPONIBILIDADES RF;0,8;Conservador;1,874256;458,338
14/08/2020;FIC DESENVOLVER RF LP;1,3;Conservador;1,784232;16,197
14/08/2020;FI RS TTULOS PBLICOS RF LP;0,2;Moderado;4,477345;208,999
14/08/2020;FI BRASIL IMA-B 5+ TP RF LP;0,2;Moderado;2,607903;1.899,81
14/08/2020;FI BRASIL IRF-M 1+ TP RF LP;0,2;Moderado;2,537701;2.990,05
14/08/2020;FIC OAB RF CRED PRIV LP;0,4;Moderado;1,658371;410,905
14/08/2020;FIC BRASIL GESTAO ESTRATEGICA RF;0,4;Moderado;1,489987;12.352,47
14/08/2020;FIC ABSOLUTO PRE RF LP;1,1;Moderado;13,297441;1.022,88
14/08/2020;FIC EXECUTIVO RF LP;1,1;Moderado;19,032891;4.007,23
14/08/2020;FI BRASIL IMA-B TP RF LP;0,2;Moderado;3,497071;6.170,48
14/08/2020;FI BRASIL IMA-B 5 TP RF LP;0,2;Moderado;3,126048;12.904,61
14/08/2020;FI BRASIL IMA GERAL TP RF LP;0,2;Moderado;2,91187;1.298,27
14/08/2020;FIC FORTALECER RF LP;1;Moderado;3,396427;92,386
14/08/2020;FI BRASIL TTULOS PBLICOS RF LP;0,2;Moderado;4,035587;6.115,94
14/08/2020;FI BRASIL IRF-M 1 TP RF;0,2;Conservador;2,59157;10.754,90
14/08/2020;FI BRASIL IRF-M TP RF LP;0,2;Moderado;2,322164;14.833,68
14/08/2020;FI BRASIL IDKA IPCA 2A RF LP;0,2;Moderado;2,321593;8.504,95
14/08/2020;FIC RELACIONAMENTO IDEAL RF LP;1;Moderado;1,908601;43,13
14/08/2020;FI ALIANCA TP RF;0,2;Moderado;4,241323;423,861
14/08/2020;FIC INVESTIDOR RF LP;0,85;Moderado;10,851882;1.775,86
14/08/2020;FI SAUDE SUPLEMENTAR-ANS RF LP;0,35;Conservador;2,910042;977,541
14/08/2020;FIC EXPANDIR RF LP;0,9;Moderado;1,868482;25,017
14/08/2020;FIC E-FUNDO RF LP;0,7;Moderado;1,905701;59,223
14/08/2020;FIC RELACIONAMENTO PERSONAL RF LP;0,7;Moderado;1,973663;143,807
14/08/2020;FIC EXPERTISE RF CRED PRIV LP;0,5;Moderado;2,699944;942,061
14/08/2020;FIC FOCO IND PRECOS RF LP;1;Moderado;2,022479;288,284
14/08/2020;FIC SELECAO RF;1,1;Conservador;8,723339;14,783
14/08/2020;FI INSTITUCIONAL TTULOS PBLICOS  RF LP;0,1;Conservador;2,706041;8,302
14/08/2020;FIC SUPREMO RF LP;0,8;Moderado;3,519434;390,504
14/08/2020;FIC PERSONAL RF LP;0,6;Moderado;17,216762;5.266,61
14/08/2020;FIC PATRIMONIO IND PRECOS RF LP;0,3;Moderado;14,697876;307,67
14/08/2020;FI DIAMANTE RF CRED PRIV LP;0,12;Conservador;1.025,20;42,143
14/08/2020;CAIXA FI SAFIRA CORPORATIVO RF LP;0,1;Conservador;2,731647;3.477,12
14/08/2020;FI SAUDE SUPLEMENTAR-ANS II RF LP;0,07;Conservador;2,861974;475,947
14/08/2020;FIC ATLETA INVEST RF CRED PRIV LP;0,4;Moderado;1,861625;3,84
14/08/2020;FI CNI RF LP;0,15;Moderado;4,887853;1.793,68
14/08/2020;FI SEBRAE RF LP;0,1;Moderado;9,918007;1.440,16
14/08/2020;FIC BETA RF REF DI LP;1,5;Conservador;18,363915;423,356
14/08/2020;FI BRASIL RF REF DI LP;0,2;Moderado;3,712757;4.646,34
14/08/2020;FIC NOVO BRASIL RF REF IMA-B LP;0,2;Moderado;3,726126;2.902,89
14/08/2020;FIC GIRO IMEDIATO RF REF DI LP;1,5;Conservador;1,712152;6.593,31
14/08/2020;FIC PLENO RF REF DI LP;0,7;Conservador;2,040173;686,581
14/08/2020;FIC PREFERENCIAL RF REF DI LP;0,6;Conservador;5,452812;2.471,01
14/08/2020;FIC SIGMA RF REF DI LP;0,35;Conservador;2,522474;9.005,55
14/08/2020;FIC RUBI RF REF DI LP;0,3;Conservador;2,640351;9.015,90
14/08/2020;CAIXA FI TOPAZIO CORPORATIVO REF DI;0,1;Conservador;2,475252;4.975,97
14/08/2020;FIC PRATICO RF CURTO PRAZO;1,7;Conservador;5,980816;22.143,16
14/08/2020;FIC LIQUIDEZ POLIS RF CP;1,7;Conservador;4,427888;606,488
14/08/2020;FIC FUNDACOES RF CP;0,4;Conservador;11,90496;67,742
14/08/2020;FIC TRANSFERNCIA VOLUNTARIA RF CP;1,7;Conservador;1,57404;2.915,75
14/08/2020;FIC JUROS E MOEDAS MM PLUS LP;1;Arrojado;1,117285;72,473
14/08/2020;FI MULTIMERCADO RV30 LP;1;Arrojado;7,66307;2.434,67
14/08/2020;FI CAIXA INDEXA BOLSA AMERICANA MM LP;0,8;Arrojado;1,213694;536,006
14/08/2020;FI OURO MULTIMERCADO LP;0,8;Agressivo;1,681179;315,313
14/08/2020;FIC MULTIMERCADO MULTIGESTOR;1,5;Agressivo;1,81527;490,297
14/08/2020;FIC ESTRATEGIA LIVRE MULTIMERCADO LP;1,5;Arrojado;1.036,54;698,664
14/08/2020;FIC ESTRATEGICO MULTIMERCADO LP;1,2;Agressivo;3,375044;324,89
14/08/2020;FIC CAPITAL PROTEGIDO IBOVESPA CCLICO I MULT;1,6;Arrojado;2,293556;103,485
14/08/2020;FIC ALOCACAO MACRO MULTIMERCADO LP;0,5;Arrojado;3,35786;4.907,84
14/08/2020;FI JUROS E MOEDAS MULTIMERCADO LP;0,7;Arrojado;2,098198;723,082
14/08/2020;FI BTG PACTUAL X10 MULT LP;2;Agressivo;4,138497;1.501,72
14/08/2020;FIC INDEXA DOLAR CAMBIAL;0,8;Arrojado;3,369727;111,909
14/08/2020;CAIXA FIA PETROBRAS PLUS;1,5;Arrojado;0,774937;150,565
14/08/2020;FI ACOES VALE DO RIO DOCE;2;Arrojado;18,080221;611,619
14/08/2020;FIC ACOES IBOVESPA;2;Arrojado;5,579017;188,618
14/08/2020;FI ACOES CONSTRUCAO CIVIL;2;Arrojado;1,684732;560,855
14/08/2020;FI ACOES IBOVESPA ATIVO;3;Agressivo;1,576893;115,325
14/08/2020;FI ACOES INFRAESTRUTURA;2;Arrojado;1,752806;532,158
14/08/2020;FI ACOES CONSUMO;1,6;Arrojado;2,002308;737,718
14/08/2020;FIA ACOES INSTITUCIONAL BDR NIVEL I;0,7;Arrojado;4,953429;1.405,87
14/08/2020;FI ACOES ISE;0,8;Arrojado;1,655839;28,856
14/08/2020;FI ACOES BRASIL IBOVESPA;0,5;Arrojado;2,299045;692,391
14/08/2020;FI ACOES BRASIL IBX-50;0,7;Arrojado;1,289756;969,045
14/08/2020;FI ACOES INDEXA PIBB IBRX-50;0,8;Arrojado;3,400586;88,209
14/08/2020;FI ACOES PETROBRAS;1,5;Arrojado;7,162357;610,002
14/08/2020;FI ACOES DIVIDENDOS;1,5;Arrojado;3,479535;277,65
14/08/2020;FI ACOES PETROBRAS PRE-SAL;0,5;Arrojado;1,026471;70,899
14/08/2020;CAIXA FIC FIA ACOES MULTIGESTOR;1,5;Arrojado;1,12086;856,654
14/08/2020;FI ACOES SMALL CAPS ATIVO;1,5;Agressivo;1,700843;1.232,51
14/08/2020;FI ACOES BRASIL ETF IBOVESPA;0,5;Arrojado;2,11575;117,517
14/08/2020;FI ACOES BDR NVEL I;1,5;Arrojado;4,63627;425,581
14/08/2020;FI ACOES IBRX ATIVO;1,5;Agressivo;3,063255;142,82
14/08/2020;FIC ACOES VALOR DIVIDENDOS RPPS;1,72;Arrojado;1,872092;842,858
14/08/2020;FIC ACOES VALOR SMALL CAP RPPS;1,72;Arrojado;1,668907;589,009
14/08/2020;ETF IBOVESPA FUNDO DE NDICE;0,5;Arrojado;99,434502;89,492
14/08/2020;FMP-FGTS PETROBRAS II;1,4;Arrojado;7,015856;240,571
14/08/2020;FMP-FGTS PETROBRAS III;1,2;Arrojado;7,362984;442,985
14/08/2020;FMP-FGTS PETROBRAS IV;0,95;Arrojado;7,731975;371,353
14/08/2020;FMP FGTS VALE I;1,9;Arrojado;17,248018;384,158
14/08/2020;FMP FGTS VALE II;1,4;Arrojado;19,380242;726,354
14/08/2020;FMP-FGTS CL PETROBRAS RF49;2,2;Arrojado;4,960055;0,693
14/08/2020;FMP FGTS VALE MIGRACAO;1,9;Arrojado;16,883839;4,259
13/08/2020;FIC FACIL RF SIMPLES;1,7;Conservador;3,409266;710,884
13/08/2020;FI E-SIMPLES RENDA FIXA LP;1,5;Unknown;1,380031;6.166,86
13/08/2020;FIC GERACAO JOVEM CRED PRIV RF LP;1;Arrojado;1,883244;6,747
13/08/2020;FIC CAPITAL IND PRECOS RF LP;1,5;Moderado;8,945692;75,079
13/08/2020;FIC EMPREENDER RF LP;1,5;Moderado;27,389475;53,339
13/08/2020;FIC IDEAL RF LP;1,5;Moderado;5,752206;1.171,43
13/08/2020;FIC SOBERANO RF LP;1,5;Conservador;12,3135;742,724
13/08/2020;FIC CLASSICO RF LP;1,4;Moderado;8,825368;83,229
13/08/2020;FIC BRASIL DISPONIBILIDADES RF;0,8;Conservador;1,874178;479,876
13/08/2020;FIC DESENVOLVER RF LP;1,3;Conservador;1,784119;16,42
13/08/2020;FI RS TTULOS PBLICOS RF LP;0,2;Moderado;4,476865;208,661
13/08/2020;FI BRASIL IMA-B 5+ TP RF LP;0,2;Moderado;2,606092;1.946,90
13/08/2020;FI BRASIL IRF-M 1+ TP RF LP;0,2;Moderado;2,53687;3.058,25
13/08/2020;FIC OAB RF CRED PRIV LP;0,4;Moderado;1,658179;413,498
13/08/2020;FIC BRASIL GESTAO ESTRATEGICA RF;0,4;Moderado;1,48966;12.454,82
13/08/2020;FIC ABSOLUTO PRE RF LP;1,1;Moderado;13,295006;1.026,61
13/08/2020;FIC EXECUTIVO RF LP;1,1;Moderado;19,031394;4.013,27
13/08/2020;FI BRASIL IMA-B TP RF LP;0,2;Moderado;3,495312;6.166,74
13/08/2020;FI BRASIL IMA-B 5 TP RF LP;0,2;Moderado;3,125124;12.842,23
13/08/2020;FI BRASIL IMA GERAL TP RF LP;0,2;Moderado;2,911164;1.297,08
13/08/2020;FIC FORTALECER RF LP;1;Moderado;3,39608;92,157
13/08/2020;FI BRASIL TTULOS PBLICOS RF LP;0,2;Moderado;4,035094;6.145,79
13/08/2020;FI BRASIL IRF-M 1 TP RF;0,2;Conservador;2,591635;10.759,82
13/08/2020;FI BRASIL IRF-M TP RF LP;0,2;Moderado;2,321673;14.984,29
13/08/2020;FI BRASIL IDKA IPCA 2A RF LP;0,2;Moderado;2,319947;8.365,43
13/08/2020;FIC RELACIONAMENTO IDEAL RF LP;1;Moderado;1,908456;42,897
13/08/2020;FI ALIANCA TP RF;0,2;Moderado;4,240866;415,316
13/08/2020;FIC INVESTIDOR RF LP;0,85;Moderado;10,850704;1.778,38
13/08/2020;FI SAUDE SUPLEMENTAR-ANS RF LP;0,35;Conservador;2,909862;977,481
13/08/2020;FIC EXPANDIR RF LP;0,9;Moderado;1,868318;25,034
13/08/2020;FIC E-FUNDO RF LP;0,7;Moderado;1,905517;59,23
13/08/2020;FIC RELACIONAMENTO PERSONAL RF LP;0,7;Moderado;1,973472;143,622
13/08/2020;FIC EXPERTISE RF CRED PRIV LP;0,5;Moderado;2,699642;943,163
13/08/2020;FIC FOCO IND PRECOS RF LP;1;Moderado;2,021938;284,363
13/08/2020;FIC SELECAO RF;1,1;Conservador;8,72315;14,786
13/08/2020;FI INSTITUCIONAL TTULOS PBLICOS  RF LP;0,1;Conservador;2,705886;8,301
13/08/2020;FIC SUPREMO RF LP;0,8;Moderado;3,519045;392,154
13/08/2020;FIC PERSONAL RF LP;0,6;Moderado;17,215022;5.263,84
13/08/2020;FIC PATRIMONIO IND PRECOS RF LP;0,3;Moderado;14,693545;308,836
13/08/2020;FI DIAMANTE RF CRED PRIV LP;0,12;Conservador;1.025,09;42,139
13/08/2020;CAIXA FI SAFIRA CORPORATIVO RF LP;0,1;Conservador;2,731386;3.342,78
13/08/2020;FI SAUDE SUPLEMENTAR-ANS II RF LP;0,07;Conservador;2,861769;475,912
13/08/2020;FIC ATLETA INVEST RF CRED PRIV LP;0,4;Moderado;1,861422;3,827
13/08/2020;FI CNI RF LP;0,15;Moderado;4,887086;1.781,35
13/08/2020;FI SEBRAE RF LP;0,1;Moderado;9,916831;1.439,74
13/08/2020;FIC BETA RF REF DI LP;1,5;Conservador;18,363657;424,256
13/08/2020;FI BRASIL RF REF DI LP;0,2;Moderado;3,712477;4.631,18
13/08/2020;FIC NOVO BRASIL RF REF IMA-B LP;0,2;Moderado;3,724269;2.901,44
13/08/2020;FIC GIRO IMEDIATO RF REF DI LP;1,5;Conservador;1,712126;6.531,74
13/08/2020;FIC PLENO RF REF DI LP;0,7;Conservador;2,040045;684,397
13/08/2020;FIC PREFERENCIAL RF REF DI LP;0,6;Conservador;5,45245;2.468,83
13/08/2020;FIC SIGMA RF REF DI LP;0,35;Conservador;2,522323;8.861,26
13/08/2020;FIC RUBI RF REF DI LP;0,3;Conservador;2,640144;9.024,58
13/08/2020;CAIXA FI TOPAZIO CORPORATIVO REF DI;0,1;Conservador;2,475079;4.957,76
13/08/2020;FIC PRATICO RF CURTO PRAZO;1,7;Conservador;5,980802;22.193,09
13/08/2020;FIC LIQUIDEZ POLIS RF CP;1,7;Conservador;4,427879;600,489
13/08/2020;FIC FUNDACOES RF CP;0,4;Conservador;11,904291;67,778
13/08/2020;FIC TRANSFERNCIA VOLUNTARIA RF CP;1,7;Conservador;1,574037;2.836,02
13/08/2020;FIC JUROS E MOEDAS MM PLUS LP;1;Arrojado;1,116958;71,505
13/08/2020;FI MULTIMERCADO RV30 LP;1;Arrojado;7,643374;2.428,32
13/08/2020;FI CAIXA INDEXA BOLSA AMERICANA MM LP;0,8;Arrojado;1,217569;536,159
13/08/2020;FI OURO MULTIMERCADO LP;0,8;Agressivo;1,688481;315,924
13/08/2020;FIC MULTIMERCADO MULTIGESTOR;1,5;Agressivo;1,816861;491,038
13/08/2020;FIC ESTRATEGIA LIVRE MULTIMERCADO LP;1,5;Arrojado;1.034,21;696,258
13/08/2020;FIC ESTRATEGICO MULTIMERCADO LP;1,2;Agressivo;3,36852;324,213
13/08/2020;FIC CAPITAL PROTEGIDO IBOVESPA CCLICO I MULT;1,6;Arrojado;2,293991;103,505
13/08/2020;FIC ALOCACAO MACRO MULTIMERCADO LP;0,5;Arrojado;3,353241;4.889,36
13/08/2020;FI JUROS E MOEDAS MULTIMERCADO LP;0,7;Arrojado;2,097539;716,478
13/08/2020;FI BTG PACTUAL X10 MULT LP;2;Agressivo;4,133744;1.499,90
13/08/2020;FIC INDEXA DOLAR CAMBIAL;0,8;Arrojado;3,335499;110,821
13/08/2020;CAIXA FIA PETROBRAS PLUS;1,5;Arrojado;0,777952;150,565
13/08/2020;FI ACOES VALE DO RIO DOCE;2;Arrojado;17,787726;601,387
13/08/2020;FIC ACOES IBOVESPA;2;Arrojado;5,531594;186,661
13/08/2020;FI ACOES CONSTRUCAO CIVIL;2;Arrojado;1,630499;542,395
13/08/2020;FI ACOES IBOVESPA ATIVO;3;Agressivo;1,564442;114,655
13/08/2020;FI ACOES INFRAESTRUTURA;2;Arrojado;1,736496;526,718
13/08/2020;FI ACOES CONSUMO;1,6;Arrojado;1,979647;728,349
13/08/2020;FIA ACOES INSTITUCIONAL BDR NIVEL I;0,7;Arrojado;4,912229;1.388,03
13/08/2020;FI ACOES ISE;0,8;Arrojado;1,644489;28,561
13/08/2020;FI ACOES BRASIL IBOVESPA;0,5;Arrojado;2,279104;680,748
13/08/2020;FI ACOES BRASIL IBX-50;0,7;Arrojado;1,279334;961,165
13/08/2020;FI ACOES INDEXA PIBB IBRX-50;0,8;Arrojado;3,374743;88,313
13/08/2020;FI ACOES PETROBRAS;1,5;Arrojado;7,190164;611,309
13/08/2020;FI ACOES DIVIDENDOS;1,5;Arrojado;3,474759;276,937
13/08/2020;FI ACOES PETROBRAS PRE-SAL;0,5;Arrojado;1,034156;71,43
13/08/2020;CAIXA FIC FIA ACOES MULTIGESTOR;1,5;Arrojado;1,120875;856,742
13/08/2020;FI ACOES SMALL CAPS ATIVO;1,5;Agressivo;1,68675;1.221,47
13/08/2020;FI ACOES BRASIL ETF IBOVESPA;0,5;Arrojado;2,09474;116,35
13/08/2020;FI ACOES BDR NVEL I;1,5;Arrojado;4,598064;415,869
13/08/2020;FI ACOES IBRX ATIVO;1,5;Agressivo;3,039167;141,739
13/08/2020;FIC ACOES VALOR DIVIDENDOS RPPS;1,72;Arrojado;1,857455;836,268
13/08/2020;FIC ACOES VALOR SMALL CAP RPPS;1,72;Arrojado;1,664141;587,327
13/08/2020;ETF IBOVESPA FUNDO DE NDICE;0,5;Arrojado;98,544375;88,69
13/08/2020;FMP-FGTS PETROBRAS II;1,4;Arrojado;7,043143;241,552
13/08/2020;FMP-FGTS PETROBRAS III;1,2;Arrojado;7,391555;444,924
13/08/2020;FMP-FGTS PETROBRAS IV;0,95;Arrojado;7,761864;373,213
13/08/2020;FMP FGTS VALE I;1,9;Arrojado;16,968183;378,037
13/08/2020;FMP FGTS VALE II;1,4;Arrojado;19,066106;714,699
13/08/2020;FMP-FGTS CL PETROBRAS RF49;2,2;Arrojado;4,977393;0,695
13/08/2020;FMP FGTS VALE MIGRACAO;1,9;Arrojado;16,611174;4,191
12/08/2020;FIC FACIL RF SIMPLES;1,7;Conservador;3,409245;697,927
12/08/2020;FI E-SIMPLES RENDA FIXA LP;1,5;Unknown;1,380031;6.204,98
12/08/2020;FIC GERACAO JOVEM CRED PRIV RF LP;1;Arrojado;1,88355;6,74
12/08/2020;FIC CAPITAL IND PRECOS RF LP;1,5;Moderado;8,944826;74,688
12/08/2020;FIC EMPREENDER RF LP;1,5;Moderado;27,391618;53,398
12/08/2020;FIC IDEAL RF LP;1,5;Moderado;5,752654;1.173,15
12/08/2020;FIC SOBERANO RF LP;1,5;Conservador;12,313328;743,991
12/08/2020;FIC CLASSICO RF LP;1,4;Moderado;8,826023;83,289
12/08/2020;FIC BRASIL DISPONIBILIDADES RF;0,8;Conservador;1,874101;623,213
12/08/2020;FIC DESENVOLVER RF LP;1,3;Conservador;1,784247;16,484
12/08/2020;FI RS TTULOS PBLICOS RF LP;0,2;Moderado;4,476627;208,964
12/08/2020;FI BRASIL IMA-B 5+ TP RF LP;0,2;Moderado;2,624985;1.963,07
12/08/2020;FI BRASIL IRF-M 1+ TP RF LP;0,2;Moderado;2,543468;3.055,55
12/08/2020;FIC OAB RF CRED PRIV LP;0,4;Moderado;1,658402;415,945
12/08/2020;FIC BRASIL GESTAO ESTRATEGICA RF;0,4;Moderado;1,4918;12.483,13
12/08/2020;FIC ABSOLUTO PRE RF LP;1,1;Moderado;13,319452;1.026,45
12/08/2020;FIC EXECUTIVO RF LP;1,1;Moderado;19,031612;4.015,29
12/08/2020;FI BRASIL IMA-B TP RF LP;0,2;Moderado;3,508737;6.208,27
12/08/2020;FI BRASIL IMA-B 5 TP RF LP;0,2;Moderado;3,124648;12.686,74
12/08/2020;FI BRASIL IMA GERAL TP RF LP;0,2;Moderado;2,916012;1.302,86
12/08/2020;FIC FORTALECER RF LP;1;Moderado;3,396108;92,593
12/08/2020;FI BRASIL TTULOS PBLICOS RF LP;0,2;Moderado;4,034912;6.149,71
12/08/2020;FI BRASIL IRF-M 1 TP RF;0,2;Conservador;2,591808;10.775,58
12/08/2020;FI BRASIL IRF-M TP RF LP;0,2;Moderado;2,32591;15.019,14
12/08/2020;FI BRASIL IDKA IPCA 2A RF LP;0,2;Moderado;2,318817;8.340,09
12/08/2020;FIC RELACIONAMENTO IDEAL RF LP;1;Moderado;1,908568;42,705
12/08/2020;FI ALIANCA TP RF;0,2;Moderado;4,240645;415,614
12/08/2020;FIC INVESTIDOR RF LP;0,85;Moderado;10,850724;1.779,72
12/08/2020;FI SAUDE SUPLEMENTAR-ANS RF LP;0,35;Conservador;2,909684;977,421
12/08/2020;FIC EXPANDIR RF LP;0,9;Moderado;1,868334;24,824
