DATA;NOME FUNDO;TAXA ADM;PERFIL DE INVEST.;COTA;PATRIM.
24/06/2020;FI BRASIL IRF-M 1+ TP RF LP;0,2;Moderado;2,51501;2.945,32
24/06/2020;FIC OAB RF CRED PRIV LP;0,4;Moderado;1,646505;337,695
24/06/2020;FIC BRASIL GESTAO ESTRATEGICA RF;0,4;Moderado;1,478127;12.164,98
24/06/2020;FIC ABSOLUTO PRE RF LP;1,1;Moderado;13,221365;873,275
24/06/2020;FIC EXECUTIVO RF LP;1,1;Moderado;18,984507;4.040,07
24/06/2020;FI BRASIL IMA-B TP RF LP;0,2;Moderado;3,374368;5.908,17
24/06/2020;FI BRASIL IMA-B 5 TP RF LP;0,2;Moderado;3,068325;8.740,55
24/06/2020;FI BRASIL IMA GERAL TP RF LP;0,2;Moderado;2,873143;1.295,16
24/06/2020;FIC FORTALECER RF LP;1;Moderado;3,384004;95,779
24/06/2020;FI BRASIL TTULOS PBLICOS RF LP;0,2;Moderado;4,023366;5.620,88
24/06/2020;FI BRASIL IRF-M 1 TP RF;0,2;Conservador;2,58314;11.556,54
24/06/2020;FI BRASIL IRF-M TP RF LP;0,2;Moderado;2,306099;17.093,86
24/06/2020;FI BRASIL IDKA IPCA 2A RF LP;0,2;Moderado;2,275459;7.785,22
24/06/2020;FIC RELACIONAMENTO IDEAL RF LP;1;Moderado;1,902981;40,556
24/06/2020;FI ALIANCA TP RF;0,2;Moderado;4,228513;460,428
24/06/2020;FIC INVESTIDOR RF LP;0,85;Moderado;10,809632;1.792,35
24/06/2020;FI SAUDE SUPLEMENTAR-ANS RF LP;0,35;Conservador;2,902607;963,973
24/06/2020;FIC EXPANDIR RF LP;0,9;Moderado;1,863204;22,184
24/06/2020;FIC E-FUNDO RF LP;0,7;Moderado;1,899695;55,668
24/06/2020;FIC RELACIONAMENTO PERSONAL RF LP;0,7;Moderado;1,967411;140,134
24/06/2020;FIC EXPERTISE RF CRED PRIV LP;0,5;Moderado;2,681008;949,492
24/06/2020;FIC FOCO IND PRECOS RF LP;1;Moderado;1,986938;236,655
24/06/2020;FIC SELECAO RF;1,1;Conservador;8,713589;15,304
24/06/2020;FI INSTITUCIONAL TTULOS PBLICOS  RF LP;0,1;Conservador;2,699338;8,281
24/06/2020;FIC SUPREMO RF LP;0,8;Moderado;3,505465;395,969
24/06/2020;FIC PERSONAL RF LP;0,6;Moderado;17,159495;5.351,28
24/06/2020;FIC PATRIMONIO IND PRECOS RF LP;0,3;Moderado;14,425035;278,88
24/06/2020;FI DIAMANTE RF CRED PRIV LP;0,12;Conservador;1.020,09;41,933
24/06/2020;CAIXA FI SAFIRA CORPORATIVO RF LP;0,1;Conservador;2,72321;1.950,17
24/06/2020;FI SAUDE SUPLEMENTAR-ANS II RF LP;0,07;Conservador;2,853532;424,559
24/06/2020;FIC ATLETA INVEST RF CRED PRIV LP;0,4;Moderado;1,848672;5,056
24/06/2020;FI CNI RF LP;0,15;Moderado;4,872465;2.536,68
24/06/2020;FI SEBRAE RF LP;0,1;Moderado;9,881835;1.491,19
24/06/2020;FIC BETA RF REF DI LP;1,5;Conservador;18,348717;430,023
24/06/2020;FI BRASIL RF REF DI LP;0,2;Moderado;3,69953;5.250,90
24/06/2020;FIC NOVO BRASIL RF REF IMA-B LP;0,2;Moderado;3,594771;2.865,12
24/06/2020;FIC GIRO IMEDIATO RF REF DI LP;1,5;Conservador;1,710644;5.210,80
24/06/2020;FIC PLENO RF REF DI LP;0,7;Conservador;2,033737;653,292
24/06/2020;FIC PREFERENCIAL RF REF DI LP;0,6;Conservador;5,434824;2.478,95
24/06/2020;FIC SIGMA RF REF DI LP;0,35;Conservador;2,51612;8.409,12
24/06/2020;FIC RUBI RF REF DI LP;0,3;Conservador;2,630468;9.076,25
24/06/2020;CAIXA FI TOPAZIO CORPORATIVO REF DI;0,1;Conservador;2,468066;4.127,51
24/06/2020;FIC PRATICO RF CURTO PRAZO;1,7;Conservador;5,979876;20.700,62
24/06/2020;FIC LIQUIDEZ POLIS RF CP;1,7;Conservador;4,426211;633,093
24/06/2020;FIC FUNDACOES RF CP;0,4;Conservador;11,876656;72,61
24/06/2020;FIC TRANSFERNCIA VOLUNTARIA RF CP;1,7;Conservador;1,573796;2.484,39
24/06/2020;FIC JUROS E MOEDAS MM PLUS LP;1;Arrojado;1,113128;65,486
24/06/2020;FI MULTIMERCADO RV30 LP;1;Arrojado;7,487869;2.393,12
24/06/2020;FI CAIXA INDEXA BOLSA AMERICANA MM LP;0,8;Arrojado;1,104628;494,979
24/06/2020;FI OURO MULTIMERCADO LP;0,8;Agressivo;1,518219;190,043
24/06/2020;FIC MULTIMERCADO MULTIGESTOR;1,5;Agressivo;1,786692;478,625
24/06/2020;FIC ESTRATEGIA LIVRE MULTIMERCADO LP;1,5;Arrojado;1.006,72;652,563
24/06/2020;FIC ESTRATEGICO MULTIMERCADO LP;1,2;Agressivo;3,310281;325,011
24/06/2020;FIC CAPITAL PROTEGIDO IBOVESPA CCLICO I MULT;1,6;Arrojado;2,253322;105,058
24/06/2020;FIC ALOCACAO MACRO MULTIMERCADO LP;0,5;Arrojado;3,305472;4.488,89
24/06/2020;FI JUROS E MOEDAS MULTIMERCADO LP;0,7;Arrojado;2,088784;632,117
24/06/2020;FI BTG PACTUAL X10 MULT LP;2;Agressivo;4,072801;1.519,99
24/06/2020;FIC INDEXA DOLAR CAMBIAL;0,8;Arrojado;3,303406;112,07
24/06/2020;CAIXA FIA PETROBRAS PLUS;1,5;Arrojado;0,724676;150,565
24/06/2020;FI ACOES VALE DO RIO DOCE;2;Arrojado;16,422369;559,625
24/06/2020;FIC ACOES IBOVESPA;2;Arrojado;5,230609;174,029
24/06/2020;FI ACOES CONSTRUCAO CIVIL;2;Arrojado;1,618176;490,486
24/06/2020;FI ACOES IBOVESPA ATIVO;3;Agressivo;1,470405;94,579
24/06/2020;FI ACOES INFRAESTRUTURA;2;Arrojado;1,63218;470,346
24/06/2020;FI ACOES CONSUMO;1,6;Arrojado;1,876081;666,631
24/06/2020;FIA ACOES INSTITUCIONAL BDR NIVEL I;0,7;Arrojado;4,376403;1.144,46
24/06/2020;FI ACOES ISE;0,8;Arrojado;1,510388;20,23
24/06/2020;FI ACOES BRASIL IBOVESPA;0,5;Arrojado;2,143795;622,848
24/06/2020;FI ACOES BRASIL IBX-50;0,7;Arrojado;1,199954;889,624
24/06/2020;FI ACOES INDEXA PIBB IBRX-50;0,8;Arrojado;3,171594;85,105
24/06/2020;FI ACOES PETROBRAS;1,5;Arrojado;6,697993;562,829
24/06/2020;FI ACOES DIVIDENDOS;1,5;Arrojado;3,490357;268,067
24/06/2020;FI ACOES PETROBRAS PRE-SAL;0,5;Arrojado;0,951787;71,411
24/06/2020;CAIXA FIC FIA ACOES MULTIGESTOR;1,5;Arrojado;1,048248;751,49
24/06/2020;FI ACOES SMALL CAPS ATIVO;1,5;Agressivo;1,570133;1.084,32
24/06/2020;FI ACOES BRASIL ETF IBOVESPA;0,5;Arrojado;1,971574;118,912
24/06/2020;FI ACOES BDR NVEL I;1,5;Arrojado;4,10368;313,395
24/06/2020;FI ACOES IBRX ATIVO;1,5;Agressivo;2,848946;131,021
24/06/2020;FIC ACOES VALOR DIVIDENDOS RPPS;1,72;Arrojado;1,766265;797,077
24/06/2020;FIC ACOES VALOR SMALL CAP RPPS;1,72;Arrojado;1,561045;527,298
24/06/2020;ETF IBOVESPA FUNDO DE NDICE;0,5;Arrojado;92,707956;83,438
24/06/2020;FMP-FGTS PETROBRAS IV;0,95;Arrojado;7,224968;349,044
24/06/2020;FMP-FGTS PETROBRAS II;1,4;Arrojado;6,559491;226,283
24/06/2020;FMP-FGTS PETROBRAS III;1,2;Arrojado;6,882695;416,14
24/06/2020;FMP FGTS VALE II;1,4;Arrojado;17,585815;670,62
24/06/2020;FMP FGTS VALE I;1,9;Arrojado;15,666274;352,738
24/06/2020;FMP-FGTS CL PETROBRAS RF49;2,2;Arrojado;4,700756;0,657
24/06/2020;FMP FGTS VALE MIGRACAO;1,9;Arrojado;15,367816;3,513
23/06/2020;FIC FACIL RF SIMPLES;1,7;Conservador;3,407849;427,039
23/06/2020;FI E-SIMPLES RENDA FIXA LP;1,5;Unknown;1,378631;8.165,05
23/06/2020;FIC GERACAO JOVEM CRED PRIV RF LP;1;Arrojado;1,872739;6,08
23/06/2020;FIC CAPITAL IND PRECOS RF LP;1,5;Moderado;8,807274;68,7
23/06/2020;FIC EMPREENDER RF LP;1,5;Moderado;27,330944;52,298
23/06/2020;FIC IDEAL RF LP;1,5;Moderado;5,739811;1.188,80
23/06/2020;FIC SOBERANO RF LP;1,5;Conservador;12,303443;778,283
23/06/2020;FIC CLASSICO RF LP;1,4;Moderado;8,80517;84,423
23/06/2020;FIC BRASIL DISPONIBILIDADES RF;0,8;Conservador;1,870759;572,258
23/06/2020;FIC DESENVOLVER RF LP;1,3;Conservador;1,779883;13,304
23/06/2020;FI RS TTULOS PBLICOS RF LP;0,2;Moderado;4,463778;238,08
23/06/2020;FI BRASIL IMA-B 5+ TP RF LP;0,2;Moderado;2,495948;1.954,97
23/06/2020;FI BRASIL IRF-M 1+ TP RF LP;0,2;Moderado;2,522132;2.953,05
23/06/2020;FIC OAB RF CRED PRIV LP;0,4;Moderado;1,646686;337,933
23/06/2020;FIC BRASIL GESTAO ESTRATEGICA RF;0,4;Moderado;1,480895;12.164,91
23/06/2020;FIC ABSOLUTO PRE RF LP;1,1;Moderado;13,266042;872,792
23/06/2020;FIC EXECUTIVO RF LP;1,1;Moderado;18,98483;4.043,01
23/06/2020;FI BRASIL IMA-B TP RF LP;0,2;Moderado;3,38633;5.930,69
23/06/2020;FI BRASIL IMA-B 5 TP RF LP;0,2;Moderado;3,070088;8.749,17
23/06/2020;FI BRASIL IMA GERAL TP RF LP;0,2;Moderado;2,877661;1.297,01
23/06/2020;FIC FORTALECER RF LP;1;Moderado;3,384031;95,902
23/06/2020;FI BRASIL TTULOS PBLICOS RF LP;0,2;Moderado;4,023219;5.510,00
23/06/2020;FI BRASIL IRF-M 1 TP RF;0,2;Conservador;2,583019;11.543,74
23/06/2020;FI BRASIL IRF-M TP RF LP;0,2;Moderado;2,310404;17.102,92
23/06/2020;FI BRASIL IDKA IPCA 2A RF LP;0,2;Moderado;2,276066;7.800,42
23/06/2020;FIC RELACIONAMENTO IDEAL RF LP;1;Moderado;1,903003;40,528
23/06/2020;FI ALIANCA TP RF;0,2;Moderado;4,228298;460,182
23/06/2020;FIC INVESTIDOR RF LP;0,85;Moderado;10,809649;1.793,18
23/06/2020;FI SAUDE SUPLEMENTAR-ANS RF LP;0,35;Conservador;2,902405;963,906
23/06/2020;FIC EXPANDIR RF LP;0,9;Moderado;1,86321;22,091
23/06/2020;FIC E-FUNDO RF LP;0,7;Moderado;1,899683;55,755
23/06/2020;FIC RELACIONAMENTO PERSONAL RF LP;0,7;Moderado;1,967397;140,143
23/06/2020;FIC EXPERTISE RF CRED PRIV LP;0,5;Moderado;2,681315;950,933
23/06/2020;FIC FOCO IND PRECOS RF LP;1;Moderado;1,988049;237,39
23/06/2020;FIC SELECAO RF;1,1;Conservador;8,713321;15,304
23/06/2020;FI INSTITUCIONAL TTULOS PBLICOS  RF LP;0,1;Conservador;2,699161;8,281
23/06/2020;FIC SUPREMO RF LP;0,8;Moderado;3,505464;395,863
23/06/2020;FIC PERSONAL RF LP;0,6;Moderado;17,159306;5.356,33
23/06/2020;FIC PATRIMONIO IND PRECOS RF LP;0,3;Moderado;14,432711;279,048
23/06/2020;FI DIAMANTE RF CRED PRIV LP;0,12;Conservador;1.019,99;41,929
23/06/2020;CAIXA FI SAFIRA CORPORATIVO RF LP;0,1;Conservador;2,723051;1.951,77
23/06/2020;FI SAUDE SUPLEMENTAR-ANS II RF LP;0,07;Conservador;2,853302;424,524
23/06/2020;FIC ATLETA INVEST RF CRED PRIV LP;0,4;Moderado;1,848889;5,151
23/06/2020;FI CNI RF LP;0,15;Moderado;4,872346;2.560,92
23/06/2020;FI SEBRAE RF LP;0,1;Moderado;9,881456;1.490,32
23/06/2020;FIC BETA RF REF DI LP;1,5;Conservador;18,34828;430,03
23/06/2020;FI BRASIL RF REF DI LP;0,2;Moderado;3,699366;5.154,65
23/06/2020;FIC NOVO BRASIL RF REF IMA-B LP;0,2;Moderado;3,607407;2.885,08
23/06/2020;FIC GIRO IMEDIATO RF REF DI LP;1,5;Conservador;1,710602;5.222,71
23/06/2020;FIC PLENO RF REF DI LP;0,7;Conservador;2,033723;654,264
23/06/2020;FIC PREFERENCIAL RF REF DI LP;0,6;Conservador;5,434766;2.482,77
23/06/2020;FIC SIGMA RF REF DI LP;0,35;Conservador;2,515945;8.412,27
23/06/2020;FIC RUBI RF REF DI LP;0,3;Conservador;2,630408;9.081,10
23/06/2020;CAIXA FI TOPAZIO CORPORATIVO REF DI;0,1;Conservador;2,467869;4.110,73
23/06/2020;FIC PRATICO RF CURTO PRAZO;1,7;Conservador;5,979853;20.534,53
23/06/2020;FIC LIQUIDEZ POLIS RF CP;1,7;Conservador;4,426159;647,048
23/06/2020;FIC FUNDACOES RF CP;0,4;Conservador;11,875875;72,675
23/06/2020;FIC TRANSFERNCIA VOLUNTARIA RF CP;1,7;Conservador;1,57379;2.361,24
23/06/2020;FIC JUROS E MOEDAS MM PLUS LP;1;Arrojado;1,113511;65,093
23/06/2020;FI MULTIMERCADO RV30 LP;1;Arrojado;7,526403;2.408,58
23/06/2020;FI CAIXA INDEXA BOLSA AMERICANA MM LP;0,8;Arrojado;1,130657;503,742
23/06/2020;FI OURO MULTIMERCADO LP;0,8;Agressivo;1,523079;189,601
23/06/2020;FIC MULTIMERCADO MULTIGESTOR;1,5;Agressivo;1,785287;480,571
23/06/2020;FIC ESTRATEGIA LIVRE MULTIMERCADO LP;1,5;Arrojado;1.011,80;656,119
23/06/2020;FIC ESTRATEGICO MULTIMERCADO LP;1,2;Agressivo;3,319947;326,389
23/06/2020;FIC CAPITAL PROTEGIDO IBOVESPA CCLICO I MULT;1,6;Arrojado;2,263521;105,595
23/06/2020;FIC ALOCACAO MACRO MULTIMERCADO LP;0,5;Arrojado;3,312253;4.495,03
23/06/2020;FI JUROS E MOEDAS MULTIMERCADO LP;0,7;Arrojado;2,08946;625,499
23/06/2020;FI BTG PACTUAL X10 MULT LP;2;Agressivo;4,071718;1.520,94
23/06/2020;FIC INDEXA DOLAR CAMBIAL;0,8;Arrojado;3,194927;109,251
23/06/2020;CAIXA FIA PETROBRAS PLUS;1,5;Arrojado;0,744509;150,565
23/06/2020;FI ACOES VALE DO RIO DOCE;2;Arrojado;16,481309;562,507
23/06/2020;FIC ACOES IBOVESPA;2;Arrojado;5,319284;176,909
23/06/2020;FI ACOES CONSTRUCAO CIVIL;2;Arrojado;1,652984;499,462
23/06/2020;FI ACOES IBOVESPA ATIVO;3;Agressivo;1,495928;96,218
23/06/2020;FI ACOES INFRAESTRUTURA;2;Arrojado;1,662579;481,886
23/06/2020;FI ACOES CONSUMO;1,6;Arrojado;1,904557;676,004
23/06/2020;FIA ACOES INSTITUCIONAL BDR NIVEL I;0,7;Arrojado;4,328999;1.132,72
23/06/2020;FI ACOES ISE;0,8;Arrojado;1,538347;20,502
23/06/2020;FI ACOES BRASIL IBOVESPA;0,5;Arrojado;2,179943;633,239
23/06/2020;FI ACOES BRASIL IBX-50;0,7;Arrojado;1,220846;905,113
23/06/2020;FI ACOES INDEXA PIBB IBRX-50;0,8;Arrojado;3,224939;86,91
23/06/2020;FI ACOES PETROBRAS;1,5;Arrojado;6,881623;578,073
23/06/2020;FI ACOES DIVIDENDOS;1,5;Arrojado;3,592194;277,98
23/06/2020;FI ACOES PETROBRAS PRE-SAL;0,5;Arrojado;0,981209;70,253
23/06/2020;CAIXA FIC FIA ACOES MULTIGESTOR;1,5;Arrojado;1,065973;760,875
23/06/2020;FI ACOES SMALL CAPS ATIVO;1,5;Agressivo;1,604495;1.110,88
23/06/2020;FI ACOES BRASIL ETF IBOVESPA;0,5;Arrojado;2,004827;121,264
23/06/2020;FI ACOES BDR NVEL I;1,5;Arrojado;4,059604;310,738
23/06/2020;FI ACOES IBRX ATIVO;1,5;Agressivo;2,89833;133,005
23/06/2020;FIC ACOES VALOR DIVIDENDOS RPPS;1,72;Arrojado;1,80186;813,14
23/06/2020;FIC ACOES VALOR SMALL CAP RPPS;1,72;Arrojado;1,58592;535,7
23/06/2020;ETF IBOVESPA FUNDO DE NDICE;0,5;Arrojado;94,260935;84,835
23/06/2020;FMP-FGTS PETROBRAS IV;0,95;Arrojado;7,422756;358,599
23/06/2020;FMP-FGTS PETROBRAS II;1,4;Arrojado;6,739385;232,5
23/06/2020;FMP-FGTS PETROBRAS III;1,2;Arrojado;7,071284;427,542
23/06/2020;FMP FGTS VALE II;1,4;Arrojado;17,648674;673,102
23/06/2020;FMP FGTS VALE I;1,9;Arrojado;15,722688;354,109
23/06/2020;FMP-FGTS CL PETROBRAS RF49;2,2;Arrojado;4,81171;0,673
23/06/2020;FMP FGTS VALE MIGRACAO;1,9;Arrojado;15,423071;3,526
22/06/2020;FIC FACIL RF SIMPLES;1,7;Conservador;3,407809;423,453
22/06/2020;FI E-SIMPLES RENDA FIXA LP;1,5;Unknown;1,378583;8.172,48
22/06/2020;FIC GERACAO JOVEM CRED PRIV RF LP;1;Arrojado;1,872288;6,055
22/06/2020;FIC CAPITAL IND PRECOS RF LP;1,5;Moderado;8,802326;68,655
22/06/2020;FIC EMPREENDER RF LP;1,5;Moderado;27,329009;52,222
22/06/2020;FIC IDEAL RF LP;1,5;Moderado;5,7394;1.189,15
22/06/2020;FIC SOBERANO RF LP;1,5;Conservador;12,303164;778,826
22/06/2020;FIC CLASSICO RF LP;1,4;Moderado;8,80451;84,611
22/06/2020;FIC BRASIL DISPONIBILIDADES RF;0,8;Conservador;1,870664;561,604
22/06/2020;FIC DESENVOLVER RF LP;1,3;Conservador;1,779747;13,342
22/06/2020;FI RS TTULOS PBLICOS RF LP;0,2;Moderado;4,463395;239,171
22/06/2020;FI BRASIL IMA-B 5+ TP RF LP;0,2;Moderado;2,477527;1.941,74
22/06/2020;FI BRASIL IRF-M 1+ TP RF LP;0,2;Moderado;2,516743;2.941,88
22/06/2020;FIC OAB RF CRED PRIV LP;0,4;Moderado;1,646223;339,028
22/06/2020;FIC BRASIL GESTAO ESTRATEGICA RF;0,4;Moderado;1,478776;12.134,03
22/06/2020;FIC ABSOLUTO PRE RF LP;1,1;Moderado;13,24391;870,26
22/06/2020;FIC EXECUTIVO RF LP;1,1;Moderado;18,983327;4.042,26
22/06/2020;FI BRASIL IMA-B TP RF LP;0,2;Moderado;3,371957;5.917,10
22/06/2020;FI BRASIL IMA-B 5 TP RF LP;0,2;Moderado;3,068178;8.750,63
22/06/2020;FI BRASIL IMA GERAL TP RF LP;0,2;Moderado;2,872791;1.294,97
22/06/2020;FIC FORTALECER RF LP;1;Moderado;3,383673;95,848
22/06/2020;FI BRASIL TTULOS PBLICOS RF LP;0,2;Moderado;4,022856;5.455,23
22/06/2020;FI BRASIL IRF-M 1 TP RF;0,2;Conservador;2,582854;11.243,09
22/06/2020;FI BRASIL IRF-M TP RF LP;0,2;Moderado;2,307073;17.065,85
22/06/2020;FI BRASIL IDKA IPCA 2A RF LP;0,2;Moderado;2,2747;8.110,45
22/06/2020;FIC RELACIONAMENTO IDEAL RF LP;1;Moderado;1,902831;40,558
22/06/2020;FI ALIANCA TP RF;0,2;Moderado;4,227945;460,839
22/06/2020;FIC INVESTIDOR RF LP;0,85;Moderado;10,808435;1.793,59
22/06/2020;FI SAUDE SUPLEMENTAR-ANS RF LP;0,35;Conservador;2,902204;963,839
22/06/2020;FIC EXPANDIR RF LP;0,9;Moderado;1,863054;21,767
22/06/2020;FIC E-FUNDO RF LP;0,7;Moderado;1,899507;55,539
22/06/2020;FIC RELACIONAMENTO PERSONAL RF LP;0,7;Moderado;1,967214;139,96
22/06/2020;FIC EXPERTISE RF CRED PRIV LP;0,5;Moderado;2,680572;952,047
22/06/2020;FIC FOCO IND PRECOS RF LP;1;Moderado;1,986851;237,331
22/06/2020;FIC SELECAO RF;1,1;Conservador;8,713052;15,303
22/06/2020;FI INSTITUCIONAL TTULOS PBLICOS  RF LP;0,1;Conservador;2,698987;8,28
22/06/2020;FIC SUPREMO RF LP;0,8;Moderado;3,505063;396,164
22/06/2020;FIC PERSONAL RF LP;0,6;Moderado;17,157629;5.358,88
22/06/2020;FIC PATRIMONIO IND PRECOS RF LP;0,3;Moderado;14,423623;278,867
22/06/2020;FI DIAMANTE RF CRED PRIV LP;0,12;Conservador;1.019,88;41,925
22/06/2020;CAIXA FI SAFIRA CORPORATIVO RF LP;0,1;Conservador;2,722813;1.943,66
22/06/2020;FI SAUDE SUPLEMENTAR-ANS II RF LP;0,07;Conservador;2,853073;424,49
22/06/2020;FIC ATLETA INVEST RF CRED PRIV LP;0,4;Moderado;1,848381;5,151
22/06/2020;FI CNI RF LP;0,15;Moderado;4,87186;2.555,37
22/06/2020;FI SEBRAE RF LP;0,1;Moderado;9,880486;1.499,95
22/06/2020;FIC BETA RF REF DI LP;1,5;Conservador;18,347845;466,896
22/06/2020;FI BRASIL RF REF DI LP;0,2;Moderado;3,698958;5.139,01
22/06/2020;FIC NOVO BRASIL RF REF IMA-B LP;0,2;Moderado;3,591988;2.872,75
22/06/2020;FIC GIRO IMEDIATO RF REF DI LP;1,5;Conservador;1,710562;5.222,62
22/06/2020;FIC PLENO RF REF DI LP;0,7;Conservador;2,033501;654,395
22/06/2020;FIC PREFERENCIAL RF REF DI LP;0,6;Conservador;5,43415;2.485,68
22/06/2020;FIC SIGMA RF REF DI LP;0,35;Conservador;2,51577;8.406,46
22/06/2020;FIC RUBI RF REF DI LP;0,3;Conservador;2,630078;9.089,57
22/06/2020;CAIXA FI TOPAZIO CORPORATIVO REF DI;0,1;Conservador;2,467673;4.066,46
22/06/2020;FIC PRATICO RF CURTO PRAZO;1,7;Conservador;5,979828;20.546,92
22/06/2020;FIC LIQUIDEZ POLIS RF CP;1,7;Conservador;4,426107;613,549
22/06/2020;FIC FUNDACOES RF CP;0,4;Conservador;11,875092;72,84
22/06/2020;FIC TRANSFERNCIA VOLUNTARIA RF CP;1,7;Conservador;1,573784;2.337,43
22/06/2020;FIC JUROS E MOEDAS MM PLUS LP;1;Arrojado;1,113271;64,933
22/06/2020;FI MULTIMERCADO RV30 LP;1;Arrojado;7,511545;2.404,72
22/06/2020;FI CAIXA INDEXA BOLSA AMERICANA MM LP;0,8;Arrojado;1,130158;502,344
22/06/2020;FI OURO MULTIMERCADO LP;0,8;Agressivo;1,51019;187,027
22/06/2020;FIC MULTIMERCADO MULTIGESTOR;1,5;Agressivo;1,784884;481,019
22/06/2020;FIC ESTRATEGIA LIVRE MULTIMERCADO LP;1,5;Arrojado;1.010,45;655,29
22/06/2020;FIC ESTRATEGICO MULTIMERCADO LP;1,2;Agressivo;3,317697;326,182
22/06/2020;FIC CAPITAL PROTEGIDO IBOVESPA CCLICO I MULT;1,6;Arrojado;2,25921;105,493
22/06/2020;FIC ALOCACAO MACRO MULTIMERCADO LP;0,5;Arrojado;3,309922;4.491,56
22/06/2020;FI JUROS E MOEDAS MULTIMERCADO LP;0,7;Arrojado;2,088965;625,1
22/06/2020;FI BTG PACTUAL X10 MULT LP;2;Agressivo;4,07517;1.523,00
22/06/2020;FIC INDEXA DOLAR CAMBIAL;0,8;Arrojado;3,268108;111,584
22/06/2020;CAIXA FIA PETROBRAS PLUS;1,5;Arrojado;0,72343;150,565
22/06/2020;FI ACOES VALE DO RIO DOCE;2;Arrojado;16,312213;557,631
22/06/2020;FIC ACOES IBOVESPA;2;Arrojado;5,284999;175,92
22/06/2020;FI ACOES CONSTRUCAO CIVIL;2;Arrojado;1,634255;489,305
22/06/2020;FI ACOES IBOVESPA ATIVO;3;Agressivo;1,486146;95,362
22/06/2020;FI ACOES INFRAESTRUTURA;2;Arrojado;1,656641;480,597
22/06/2020;FI ACOES CONSUMO;1,6;Arrojado;1,890991;669,266
22/06/2020;FIA ACOES INSTITUCIONAL BDR NIVEL I;0,7;Arrojado;4,394857;1.150,68
22/06/2020;FI ACOES ISE;0,8;Arrojado;1,541276;20,631
22/06/2020;FI ACOES BRASIL IBOVESPA;0,5;Arrojado;2,165553;629,084
22/06/2020;FI ACOES BRASIL IBX-50;0,7;Arrojado;1,211086;897,877
22/06/2020;FI ACOES INDEXA PIBB IBRX-50;0,8;Arrojado;3,204566;86,329
22/06/2020;FI ACOES PETROBRAS;1,5;Arrojado;6,686836;562,428
22/06/2020;FI ACOES DIVIDENDOS;1,5;Arrojado;3,58905;277,808
22/06/2020;FI ACOES PETROBRAS PRE-SAL;0,5;Arrojado;0,949582;68,307
22/06/2020;CAIXA FIC FIA ACOES MULTIGESTOR;1,5;Arrojado;1,058657;752,86
22/06/2020;FI ACOES SMALL CAPS ATIVO;1,5;Agressivo;1,586858;1.099,40
22/06/2020;FI ACOES BRASIL ETF IBOVESPA;0,5;Arrojado;1,991928;120,483
22/06/2020;FI ACOES BDR NVEL I;1,5;Arrojado;4,121153;315,16
22/06/2020;FI ACOES IBRX ATIVO;1,5;Agressivo;2,879258;131,612
22/06/2020;FIC ACOES VALOR DIVIDENDOS RPPS;1,72;Arrojado;1,807822;815,831
22/06/2020;FIC ACOES VALOR SMALL CAP RPPS;1,72;Arrojado;1,583103;534,748
22/06/2020;ETF IBOVESPA FUNDO DE NDICE;0,5;Arrojado;93,6415;84,278
22/06/2020;FMP-FGTS PETROBRAS IV;0,95;Arrojado;7,212376;348,436
22/06/2020;FMP-FGTS PETROBRAS II;1,4;Arrojado;6,54834;225,935
22/06/2020;FMP-FGTS PETROBRAS III;1,2;Arrojado;6,870827;415,425
22/06/2020;FMP FGTS VALE II;1,4;Arrojado;17,467273;666,325
22/06/2020;FMP FGTS VALE I;1,9;Arrojado;15,561372;350,512
22/06/2020;FMP-FGTS CL PETROBRAS RF49;2,2;Arrojado;4,694936;0,656
22/06/2020;FMP FGTS VALE MIGRACAO;1,9;Arrojado;15,266193;3,49
19/06/2020;FIC FACIL RF SIMPLES;1,7;Conservador;3,407769;423,94
19/06/2020;FI E-SIMPLES RENDA FIXA LP;1,5;Unknown;1,378555;8.243,24
19/06/2020;FIC GERACAO JOVEM CRED PRIV RF LP;1;Arrojado;1,872378;6,071
19/06/2020;FIC CAPITAL IND PRECOS RF LP;1,5;Moderado;8,805802;68,746
19/06/2020;FIC EMPREENDER RF LP;1,5;Moderado;27,329181;52,17
19/06/2020;FIC IDEAL RF LP;1,5;Moderado;5,739433;1.188,73
19/06/2020;FIC SOBERANO RF LP;1,5;Conservador;12,30288;779,318
19/06/2020;FIC CLASSICO RF LP;1,4;Moderado;8,804529;84,764
19/06/2020;FIC BRASIL DISPONIBILIDADES RF;0,8;Conservador;1,87057;504,082
19/06/2020;FIC DESENVOLVER RF LP;1,3;Conservador;1,779748;13,293
19/06/2020;FI RS TTULOS PBLICOS RF LP;0,2;Moderado;4,463119;240,391
19/06/2020;FI BRASIL IMA-B 5+ TP RF LP;0,2;Moderado;2,502933;1.961,65
19/06/2020;FI BRASIL IRF-M 1+ TP RF LP;0,2;Moderado;2,521419;2.942,05
19/06/2020;FIC OAB RF CRED PRIV LP;0,4;Moderado;1,646234;339,34
19/06/2020;FIC BRASIL GESTAO ESTRATEGICA RF;0,4;Moderado;1,480607;12.144,43
19/06/2020;FIC ABSOLUTO PRE RF LP;1,1;Moderado;13,26401;869,405
19/06/2020;FIC EXECUTIVO RF LP;1,1;Moderado;18,983175;4.043,44
19/06/2020;FI BRASIL IMA-B TP RF LP;0,2;Moderado;3,391009;5.949,29
